to,from,value
8390,33181,0
8481,33181,0
8325,33181,0
8375,33181,0
8428,33181,0
8440,33181,0
8407,33181,0
8345,33181,0
8366,33181,0
8317,33181,0
8420,33181,0
48943,33181,0
8308,33181,0
33178,33181,0
8424,33181,0
8357,33181,0
8383,33181,0
26522,33181,0
21788,33181,0
8492,33181,0
5681,33181,0
8318,33181,0
8489,33181,0
5685,33181,0
48945,33181,0
8331,33181,0
8343,33181,0
48957,33181,0
8416,33181,0
48982,33181,0
8314,33181,0
8351,33181,0
8431,33181,0
8367,33181,0
8334,33181,0
8437,33181,0
8483,33181,0
8384,33181,0
8363,33181,0
5677,33181,0
8341,33181,0
8472,33181,0
8409,33181,0
8402,33181,0
8414,33181,0
33181,33181,0
8353,33181,0
8347,33181,0
8495,33181,0
8421,33181,0
8442,33181,0
8387,33181,0
8391,33181,0
8433,33181,0
8417,33181,0
8309,33181,0
33180,33181,0
48951,33181,0
5684,33181,0
26524,33181,0
8394,33181,0
8321,33181,0
26526,33181,0
5691,33181,0
5674,33181,0
48965,33181,0
8315,33181,0
62589,33181,0
8339,33181,0
8393,33181,0
8313,33181,0
8382,33181,0
8374,33181,0
5695,33181,0
8447,33181,0
8441,33181,0
8480,33181,0
5687,33181,0
5669,33181,0
8466,33181,0
26582,33181,0
8485,33181,0
8376,33181,0
8379,33181,0
8457,33181,0
8415,33181,0
8487,33181,0
26519,33181,0
8427,33181,0
8364,33181,0
8445,33181,0
8449,33181,0
26517,33181,0
8395,33181,0
8418,33181,0
8432,33181,0
5694,33181,0
8490,33181,0
8444,33181,0
5690,33181,0
8443,33181,0
8348,33181,0
26520,33181,0
5670,33181,0
8430,33181,0
8401,33181,0
8370,33181,0
8477,33181,0
5680,33181,0
8439,33181,0
8400,33181,0
8412,33181,0
8372,33181,0
22756,33181,0
5693,33181,0
62598,33181,0
48997,33181,0
49002,33181,0
8494,33181,0
62596,33181,0
5682,33181,0
49000,33181,0
3293,33181,0
8354,33181,0
21790,33181,0
22491,33181,0
48999,33181,0
48998,33181,0
48985,33181,0
49001,33181,0
21791,33181,0
8365,33181,0
48961,33181,0
48962,33181,0
48964,33181,0
48966,33181,0
48967,33181,0
48968,33181,0
48969,33181,0
48970,33181,0
21792,33181,0
48972,33181,0
48973,33181,0
48974,33181,0
48975,33181,0
21797,33181,0
48976,33181,0
21796,33181,0
48977,33181,0
50167,33181,0
48978,33181,0
8323,33181,0
21798,33181,0
26523,33181,0
offshore,33181,0
5675,8353,0
48944,8353,0
50170,8353,0
8475,8353,0
5676,8353,0
8340,8353,0
8435,8353,0
8488,8353,0
48971,8353,0
8474,8353,0
8359,8353,0
8373,8353,0
33176,8353,0
8322,8353,0
8358,8353,0
8411,8353,0
8406,8353,0
8452,8353,0
8460,8353,0
8337,8353,0
8450,8353,0
49003,8353,0
8398,8353,0
8484,8353,0
48948,8353,0
8423,8353,0
48946,8353,0
8476,8353,0
8397,8353,0
8328,8353,0
26518,8353,0
48980,8353,0
48950,8353,0
8371,8353,0
8491,8353,0
48953,8353,0
8356,8353,0
48984,8353,0
8462,8353,0
48954,8353,0
8453,8353,0
8469,8353,0
8385,8353,0
5678,8353,0
8471,8353,0
8405,8353,0
8369,8353,0
8316,8353,0
8312,8353,0
8429,8353,0
5688,8353,0
8454,8353,0
8311,8353,0
8413,8353,0
8360,8353,0
8380,8353,0
48956,8353,0
5696,8353,0
8467,8353,0
8332,8353,0
5683,8353,0
5672,8353,0
8461,8353,0
8355,8353,0
33185,8353,0
48955,8353,0
8392,8353,0
8362,8353,0
8349,8353,0
8478,8353,0
21787,8353,0
8338,8353,0
8326,8353,0
5686,8353,0
33179,8353,0
8459,8353,0
8758,8353,0
8333,8353,0
8361,8353,0
8482,8353,0
8350,8353,0
5689,8353,0
8493,8353,0
8378,8353,0
8396,8353,0
8448,8353,0
8352,8353,0
21803,8353,0
5679,8353,0
5692,8353,0
8426,8353,0
8425,8353,0
5697,8353,0
8346,8353,0
8455,8353,0
8446,8353,0
26521,8353,0
48947,8353,0
21789,8353,0
8486,8353,0
8386,8353,0
5673,8353,0
8470,8353,0
8465,8353,0
5668,8353,0
8473,8353,0
8419,8353,0
8389,8353,0
8310,8353,0
33177,8353,0
8404,8353,0
8468,8353,0
8456,8353,0
8464,8353,0
8327,8353,0
8388,8353,0
8381,8353,0
8319,8353,0
8368,8353,0
8438,8353,0
8403,8353,0
8408,8353,0
8451,8353,0
8324,8353,0
8463,8353,0
48952,8353,0
8479,8353,0
8390,8353,0
8481,8353,0
8325,8353,0
8375,8353,0
8428,8353,0
8440,8353,0
8407,8353,0
8345,8353,0
8366,8353,0
8317,8353,0
8420,8353,0
48943,8353,0
8308,8353,0
33178,8353,0
8424,8353,0
8357,8353,0
8383,8353,0
26522,8353,0
21788,8353,0
8492,8353,0
5681,8353,0
8318,8353,0
8489,8353,0
5685,8353,0
48945,8353,0
8331,8353,0
8343,8353,0
48957,8353,0
8416,8353,0
48982,8353,0
8314,8353,0
8351,8353,0
8431,8353,0
8367,8353,0
8334,8353,0
8437,8353,0
8483,8353,0
8384,8353,0
8363,8353,0
5677,8353,0
8341,8353,0
8472,8353,0
8409,8353,0
8402,8353,0
8414,8353,0
33181,8353,0
8353,8353,0
8347,8353,0
8495,8353,0
8421,8353,0
8442,8353,0
8387,8353,0
8391,8353,0
8433,8353,0
8417,8353,0
8309,8353,0
33180,8353,0
48951,8353,0
5684,8353,0
26524,8353,0
8394,8353,0
8321,8353,0
26526,8353,0
5691,8353,0
5674,8353,0
48965,8353,0
8315,8353,0
62589,8353,0
8339,8353,0
8393,8353,0
8313,8353,0
8382,8353,0
8374,8353,0
5695,8353,0
8447,8353,0
8441,8353,0
8480,8353,0
5687,8353,0
5669,8353,0
8466,8353,0
26582,8353,0
8485,8353,0
8376,8353,0
8379,8353,0
8457,8353,0
8415,8353,0
8487,8353,0
26519,8353,0
8427,8353,0
8364,8353,0
8445,8353,0
8449,8353,0
26517,8353,0
8395,8353,0
8418,8353,0
8432,8353,0
5694,8353,0
8490,8353,0
8444,8353,0
5690,8353,0
8443,8353,0
8348,8353,0
26520,8353,0
5670,8353,0
8430,8353,0
8401,8353,0
8370,8353,0
8477,8353,0
5680,8353,0
8439,8353,0
8400,8353,0
8412,8353,0
8372,8353,0
22756,8353,0
5693,8353,0
62598,8353,0
48997,8353,0
49002,8353,0
8494,8353,0
62596,8353,0
5682,8353,0
49000,8353,0
3293,8353,0
8354,8353,0
21790,8353,0
22491,8353,0
48999,8353,0
48998,8353,0
48985,8353,0
49001,8353,0
21791,8353,0
8365,8353,0
48961,8353,0
48962,8353,0
48964,8353,0
48966,8353,0
48967,8353,0
48968,8353,0
48969,8353,0
48970,8353,0
21792,8353,0
48972,8353,0
48973,8353,0
48974,8353,0
48975,8353,0
21797,8353,0
48976,8353,0
21796,8353,0
48977,8353,0
50167,8353,0
48978,8353,0
8323,8353,0
21798,8353,0
26523,8353,0
offshore,8353,0
5675,8347,0
48944,8347,0
50170,8347,0
8475,8347,0
5676,8347,0
8340,8347,0
8435,8347,0
8488,8347,0
48971,8347,0
8474,8347,0
8359,8347,0
8373,8347,0
33176,8347,0
8322,8347,0
8358,8347,0
8411,8347,0
8406,8347,0
8452,8347,0
8460,8347,0
8337,8347,1
8450,8347,0
49003,8347,0
8398,8347,0
8484,8347,0
48948,8347,0
8423,8347,0
48946,8347,0
8476,8347,0
8397,8347,0
8328,8347,0
26518,8347,0
48980,8347,0
48950,8347,0
8371,8347,0
8491,8347,0
48953,8347,0
8356,8347,0
48984,8347,0
8462,8347,0
48954,8347,0
8453,8347,0
8469,8347,0
8385,8347,0
5678,8347,0
8471,8347,0
8405,8347,0
8369,8347,0
8316,8347,0
8312,8347,0
8429,8347,0
5688,8347,0
8454,8347,0
8311,8347,0
8413,8347,0
8360,8347,0
8380,8347,0
48956,8347,0
5696,8347,0
8467,8347,0
8332,8347,0
5683,8347,0
5672,8347,0
8461,8347,0
8355,8347,0
33185,8347,0
48955,8347,0
8392,8347,0
8362,8347,0
8349,8347,0
8478,8347,0
21787,8347,0
8338,8347,0
8326,8347,0
5686,8347,0
33179,8347,0
8459,8347,0
8758,8347,0
8333,8347,0
8361,8347,0
8482,8347,0
8350,8347,0
5689,8347,0
8493,8347,0
8378,8347,0
8396,8347,3
8448,8347,0
8352,8347,0
21803,8347,0
5679,8347,0
5692,8347,0
8426,8347,0
8425,8347,0
5697,8347,0
8346,8347,0
8455,8347,0
8446,8347,0
26521,8347,0
48947,8347,0
21789,8347,0
8486,8347,0
8386,8347,0
5673,8347,0
8470,8347,0
8465,8347,0
5668,8347,0
8473,8347,0
8419,8347,0
8389,8347,0
8310,8347,0
33177,8347,0
8404,8347,0
8468,8347,0
8456,8347,0
8464,8347,0
8327,8347,0
8388,8347,0
8381,8347,0
8319,8347,0
8368,8347,0
8438,8347,0
8403,8347,0
8408,8347,0
8451,8347,0
8324,8347,0
8463,8347,0
48952,8347,0
8479,8347,0
8390,8347,0
8481,8347,0
8325,8347,0
8375,8347,0
8428,8347,0
8440,8347,0
8407,8347,0
8345,8347,0
8366,8347,0
8317,8347,0
8420,8347,0
48943,8347,0
8308,8347,0
33178,8347,0
8424,8347,0
8357,8347,0
8383,8347,0
26522,8347,0
21788,8347,0
8492,8347,0
5681,8347,0
8318,8347,0
8489,8347,0
5685,8347,0
48945,8347,0
8331,8347,0
8343,8347,0
48957,8347,0
8416,8347,0
48982,8347,0
8314,8347,0
8351,8347,0
8431,8347,0
8367,8347,0
8334,8347,0
8437,8347,0
8483,8347,0
8384,8347,0
8363,8347,0
5677,8347,0
8341,8347,0
8472,8347,0
8409,8347,0
8402,8347,0
8414,8347,0
33181,8347,0
8353,8347,0
8347,8347,30
8495,8347,0
8421,8347,0
8442,8347,0
8387,8347,0
8391,8347,0
8433,8347,0
8417,8347,0
8309,8347,0
33180,8347,0
48951,8347,0
5684,8347,0
26524,8347,0
8394,8347,0
8321,8347,0
26526,8347,0
5691,8347,0
5674,8347,0
48965,8347,0
8315,8347,0
62589,8347,0
8339,8347,0
8393,8347,0
8313,8347,0
8382,8347,0
8374,8347,0
5695,8347,0
8447,8347,0
8441,8347,0
8480,8347,0
5687,8347,0
5669,8347,0
8466,8347,0
26582,8347,0
8485,8347,0
8376,8347,0
8379,8347,0
8457,8347,0
8415,8347,0
8487,8347,0
26519,8347,0
8427,8347,0
8364,8347,0
8445,8347,0
8449,8347,0
26517,8347,0
8395,8347,0
8418,8347,0
8432,8347,0
5694,8347,0
8490,8347,0
8444,8347,0
5690,8347,0
8443,8347,0
8348,8347,0
26520,8347,0
5670,8347,0
8430,8347,0
8401,8347,0
8370,8347,0
8477,8347,0
5680,8347,0
8439,8347,0
8400,8347,0
8412,8347,0
8372,8347,0
22756,8347,0
5693,8347,0
62598,8347,0
48997,8347,0
49002,8347,0
8494,8347,0
62596,8347,0
5682,8347,0
49000,8347,0
3293,8347,0
8354,8347,0
21790,8347,0
22491,8347,0
48999,8347,0
48998,8347,0
48985,8347,0
49001,8347,0
21791,8347,0
8365,8347,0
48961,8347,0
48962,8347,0
48964,8347,0
48966,8347,0
48967,8347,0
48968,8347,0
48969,8347,0
48970,8347,0
21792,8347,0
48972,8347,0
48973,8347,0
48974,8347,0
48975,8347,0
21797,8347,0
48976,8347,0
21796,8347,0
48977,8347,0
50167,8347,0
48978,8347,0
8323,8347,1
21798,8347,0
26523,8347,0
offshore,8347,35
5675,8495,0
48944,8495,0
50170,8495,0
8475,8495,0
5676,8495,0
8340,8495,0
8435,8495,0
8488,8495,0
48971,8495,0
8474,8495,0
8359,8495,0
8373,8495,0
33176,8495,0
8322,8495,0
8358,8495,0
8411,8495,0
8406,8495,0
8452,8495,0
8460,8495,0
8337,8495,0
8450,8495,0
49003,8495,0
8398,8495,0
8484,8495,0
48948,8495,0
8423,8495,0
48946,8495,0
8476,8495,0
8397,8495,0
8328,8495,0
26518,8495,0
48980,8495,0
48950,8495,0
8371,8495,0
8491,8495,0
48953,8495,0
8356,8495,0
48984,8495,0
8462,8495,0
48954,8495,0
8453,8495,0
8469,8495,0
8385,8495,0
5678,8495,0
8471,8495,0
8405,8495,0
8369,8495,0
8316,8495,0
8312,8495,0
8429,8495,0
5688,8495,0
8454,8495,0
8311,8495,0
8413,8495,0
8360,8495,0
8380,8495,0
48956,8495,0
5696,8495,0
8467,8495,0
8332,8495,0
5683,8495,0
5672,8495,0
8461,8495,0
8355,8495,0
33185,8495,0
48955,8495,0
8392,8495,0
8362,8495,0
8349,8495,0
8478,8495,0
21787,8495,0
8338,8495,0
8326,8495,0
5686,8495,0
33179,8495,0
8459,8495,0
8758,8495,0
8333,8495,0
8361,8495,0
8482,8495,0
8350,8495,0
5689,8495,0
8493,8495,0
8378,8495,0
8396,8495,0
8448,8495,0
8352,8495,0
21803,8495,0
5679,8495,0
5692,8495,0
8426,8495,0
8425,8495,0
5697,8495,0
8346,8495,0
8455,8495,0
8446,8495,0
26521,8495,0
48947,8495,0
21789,8495,0
8486,8495,0
8386,8495,0
5673,8495,0
8470,8495,0
8465,8495,0
5668,8495,0
8473,8495,0
8419,8495,0
8389,8495,0
8310,8495,0
33177,8495,0
8404,8495,0
8468,8495,0
8456,8495,0
8464,8495,0
8327,8495,0
8388,8495,0
8381,8495,0
8319,8495,0
8368,8495,0
8438,8495,0
8403,8495,0
8408,8495,0
8451,8495,0
8324,8495,0
8463,8495,0
48952,8495,0
8479,8495,0
8390,8495,0
8481,8495,0
8325,8495,0
8375,8495,0
8428,8495,0
8440,8495,0
8407,8495,0
8345,8495,0
8366,8495,0
8317,8495,0
8420,8495,0
48943,8495,0
8308,8495,0
33178,8495,0
8424,8495,0
8357,8495,0
8383,8495,0
26522,8495,0
21788,8495,0
8492,8495,0
5681,8495,0
8318,8495,0
8489,8495,0
5685,8495,0
48945,8495,0
8331,8495,0
8343,8495,0
48957,8495,0
8416,8495,0
48982,8495,0
8314,8495,0
8351,8495,0
8431,8495,0
8367,8495,0
8334,8495,0
8437,8495,0
8483,8495,0
8384,8495,0
8363,8495,0
5677,8495,0
8341,8495,0
8472,8495,0
8409,8495,0
8402,8495,0
8414,8495,0
33181,8495,0
8353,8495,0
8347,8495,0
8495,8495,0
8421,8495,0
8442,8495,0
8387,8495,0
8391,8495,0
8433,8495,0
8417,8495,0
8309,8495,0
33180,8495,0
48951,8495,0
5684,8495,0
26524,8495,0
8394,8495,0
8321,8495,0
26526,8495,0
5691,8495,0
5674,8495,0
48965,8495,0
8315,8495,0
62589,8495,0
8339,8495,0
8393,8495,0
8313,8495,0
8382,8495,0
8374,8495,0
5695,8495,0
8447,8495,0
8441,8495,0
8480,8495,0
5687,8495,0
5669,8495,0
8466,8495,0
26582,8495,0
8485,8495,0
8376,8495,0
8379,8495,0
8457,8495,0
8415,8495,0
8487,8495,0
26519,8495,0
8427,8495,0
8364,8495,0
8445,8495,0
8449,8495,0
26517,8495,0
8395,8495,0
8418,8495,0
8432,8495,0
5694,8495,0
8490,8495,0
8444,8495,0
5690,8495,0
8443,8495,0
8348,8495,0
26520,8495,0
5670,8495,0
8430,8495,0
8401,8495,0
8370,8495,0
8477,8495,0
5680,8495,0
8439,8495,0
8400,8495,0
8412,8495,0
8372,8495,0
22756,8495,0
5693,8495,0
62598,8495,0
48997,8495,0
49002,8495,0
8494,8495,0
62596,8495,0
5682,8495,0
49000,8495,0
3293,8495,0
8354,8495,0
21790,8495,0
22491,8495,0
48999,8495,0
48998,8495,0
48985,8495,0
49001,8495,0
21791,8495,0
8365,8495,0
48961,8495,0
48962,8495,0
48964,8495,0
48966,8495,0
48967,8495,0
48968,8495,0
48969,8495,0
48970,8495,0
21792,8495,0
48972,8495,0
48973,8495,0
48974,8495,0
48975,8495,0
21797,8495,0
48976,8495,0
21796,8495,0
48977,8495,0
50167,8495,0
48978,8495,0
8323,8495,0
21798,8495,0
26523,8495,0
offshore,8495,0
5675,8421,0
48944,8421,0
50170,8421,0
8475,8421,0
5676,8421,0
8340,8421,0
8435,8421,0
8488,8421,0
48971,8421,0
8474,8421,0
8359,8421,0
8373,8421,0
33176,8421,0
8322,8421,0
8358,8421,0
8411,8421,0
8406,8421,0
8452,8421,0
8460,8421,0
8337,8421,0
8450,8421,0
49003,8421,0
8398,8421,0
8484,8421,0
48948,8421,0
8423,8421,0
48946,8421,0
8476,8421,0
8397,8421,0
8328,8421,0
26518,8421,0
48980,8421,0
48950,8421,0
8371,8421,0
8491,8421,0
48953,8421,0
8356,8421,0
48984,8421,0
8462,8421,0
48954,8421,0
8453,8421,0
8469,8421,0
8385,8421,0
5678,8421,0
8471,8421,0
8405,8421,0
8369,8421,0
8316,8421,0
8312,8421,0
8429,8421,0
5688,8421,0
8454,8421,0
8311,8421,0
8413,8421,0
8360,8421,0
8380,8421,0
48956,8421,0
5696,8421,0
8467,8421,0
8332,8421,0
5683,8421,0
5672,8421,0
8461,8421,0
8355,8421,0
33185,8421,0
48955,8421,0
8392,8421,0
8362,8421,0
8349,8421,0
8478,8421,0
21787,8421,0
8338,8421,0
8326,8421,0
5686,8421,0
33179,8421,0
8459,8421,0
8758,8421,0
8333,8421,0
8361,8421,0
8482,8421,0
8350,8421,0
5689,8421,0
8493,8421,0
8378,8421,0
8396,8421,0
8448,8421,0
8352,8421,0
21803,8421,0
5679,8421,0
5692,8421,0
8426,8421,0
8425,8421,0
5697,8421,0
8346,8421,0
8455,8421,0
8446,8421,0
26521,8421,0
48947,8421,0
21789,8421,0
8486,8421,0
8386,8421,0
5673,8421,0
8470,8421,0
8465,8421,0
5668,8421,0
8473,8421,0
8419,8421,0
8389,8421,0
8310,8421,0
33177,8421,0
8404,8421,0
8468,8421,0
8456,8421,0
8464,8421,0
8327,8421,0
8388,8421,0
8381,8421,0
8319,8421,0
8368,8421,0
8438,8421,0
8403,8421,0
8408,8421,0
8451,8421,0
8324,8421,0
8463,8421,0
48952,8421,0
8479,8421,0
8390,8421,0
8481,8421,0
8325,8421,0
8375,8421,0
8428,8421,0
8440,8421,0
8407,8421,0
8345,8421,0
8366,8421,0
8317,8421,0
8420,8421,0
48943,8421,0
8308,8421,0
33178,8421,0
8424,8421,0
8357,8421,0
8383,8421,0
26522,8421,0
21788,8421,0
8492,8421,0
5681,8421,0
8318,8421,0
8489,8421,0
5685,8421,0
48945,8421,0
8331,8421,0
8343,8421,0
48957,8421,0
8416,8421,0
48982,8421,0
8314,8421,0
8351,8421,0
8431,8421,0
8367,8421,0
8334,8421,0
8437,8421,0
8483,8421,0
8384,8421,0
8363,8421,0
5677,8421,0
8341,8421,0
8472,8421,0
8409,8421,0
8402,8421,0
8414,8421,0
33181,8421,0
8353,8421,0
8347,8421,0
8495,8421,0
8421,8421,0
8442,8421,0
8387,8421,0
8391,8421,0
8433,8421,0
8417,8421,0
8309,8421,0
33180,8421,0
48951,8421,0
5684,8421,0
26524,8421,0
8394,8421,0
8321,8421,0
26526,8421,0
5691,8421,0
5674,8421,0
48965,8421,0
8315,8421,0
62589,8421,0
8339,8421,0
8393,8421,0
8313,8421,0
8382,8421,0
8374,8421,0
5695,8421,0
8447,8421,0
8441,8421,0
8480,8421,0
5687,8421,0
5669,8421,0
8466,8421,0
26582,8421,0
8485,8421,0
8376,8421,0
8379,8421,0
8457,8421,0
8415,8421,0
8487,8421,0
26519,8421,0
8427,8421,0
8364,8421,0
8445,8421,0
8449,8421,0
26517,8421,0
8395,8421,0
8418,8421,0
8432,8421,0
5694,8421,0
8490,8421,0
8444,8421,0
5690,8421,0
8443,8421,0
8348,8421,0
26520,8421,0
5670,8421,0
8430,8421,0
8401,8421,0
8370,8421,0
8477,8421,0
5680,8421,0
8439,8421,0
8400,8421,0
8412,8421,0
8372,8421,0
22756,8421,0
5693,8421,0
62598,8421,0
48997,8421,0
49002,8421,0
8494,8421,0
62596,8421,0
5682,8421,0
49000,8421,0
3293,8421,0
8354,8421,0
21790,8421,0
22491,8421,0
48999,8421,0
48998,8421,0
48985,8421,0
49001,8421,0
21791,8421,0
8365,8421,0
48961,8421,0
48962,8421,0
48964,8421,0
48966,8421,0
48967,8421,0
48968,8421,0
48969,8421,0
48970,8421,0
21792,8421,0
48972,8421,0
48973,8421,0
48974,8421,0
48975,8421,0
21797,8421,0
48976,8421,0
21796,8421,0
48977,8421,0
50167,8421,0
48978,8421,0
8323,8421,0
21798,8421,0
26523,8421,0
offshore,8421,0
5675,8442,0
48944,8442,0
50170,8442,0
8475,8442,0
5676,8442,0
8340,8442,0
8435,8442,0
8488,8442,0
48971,8442,0
8474,8442,0
8359,8442,0
8373,8442,0
33176,8442,0
8322,8442,0
8358,8442,0
8411,8442,0
8406,8442,0
8452,8442,0
8460,8442,0
8337,8442,0
8450,8442,0
49003,8442,0
8398,8442,0
8484,8442,0
48948,8442,0
8423,8442,0
48946,8442,0
8476,8442,0
8397,8442,0
8328,8442,0
26518,8442,0
48980,8442,0
48950,8442,0
8371,8442,0
8491,8442,0
48953,8442,0
8356,8442,0
48984,8442,0
8462,8442,0
48954,8442,0
8453,8442,0
8469,8442,0
8385,8442,0
5678,8442,0
8471,8442,0
8405,8442,0
8369,8442,0
8316,8442,0
8312,8442,0
8429,8442,0
5688,8442,0
8454,8442,0
8311,8442,0
8413,8442,0
8360,8442,0
8380,8442,0
48956,8442,0
5696,8442,0
8467,8442,0
8332,8442,0
5683,8442,0
5672,8442,0
8461,8442,0
8355,8442,0
33185,8442,0
48955,8442,0
8392,8442,0
8362,8442,0
8349,8442,0
8478,8442,0
21787,8442,0
8338,8442,0
8326,8442,0
5686,8442,0
33179,8442,0
8459,8442,0
8758,8442,0
8333,8442,0
8361,8442,0
8482,8442,0
8350,8442,0
5689,8442,0
8493,8442,0
8378,8442,0
8396,8442,0
8448,8442,0
8352,8442,0
21803,8442,0
5679,8442,0
5692,8442,0
8426,8442,0
8425,8442,0
5697,8442,0
8346,8442,0
8455,8442,0
8446,8442,0
26521,8442,0
48947,8442,0
21789,8442,0
8486,8442,0
8386,8442,0
5673,8442,0
8470,8442,0
8465,8442,0
5668,8442,0
8473,8442,0
8419,8442,0
8389,8442,0
8310,8442,0
33177,8442,0
8404,8442,0
8468,8442,0
8456,8442,0
8464,8442,0
8327,8442,0
8388,8442,0
8381,8442,0
8319,8442,0
8368,8442,0
8438,8442,0
8403,8442,0
8408,8442,0
8451,8442,0
8324,8442,0
8463,8442,0
48952,8442,0
8479,8442,0
8390,8442,0
8481,8442,0
8325,8442,0
8375,8442,0
8428,8442,0
8440,8442,0
8407,8442,0
8345,8442,0
8366,8442,0
8317,8442,0
8420,8442,0
48943,8442,0
8308,8442,0
33178,8442,0
8424,8442,0
8357,8442,0
8383,8442,0
26522,8442,0
21788,8442,0
8492,8442,0
5681,8442,0
8318,8442,0
8489,8442,0
5685,8442,0
48945,8442,0
8331,8442,0
8343,8442,0
48957,8442,0
8416,8442,0
48982,8442,0
8314,8442,0
8351,8442,0
8431,8442,0
8367,8442,0
8334,8442,0
8437,8442,0
8483,8442,0
8384,8442,0
8363,8442,0
5677,8442,0
8341,8442,0
8472,8442,0
8409,8442,0
8402,8442,0
8414,8442,0
33181,8442,0
8353,8442,0
8347,8442,0
8495,8442,0
8421,8442,0
8442,8442,0
8387,8442,0
8391,8442,0
8433,8442,0
8417,8442,0
8309,8442,0
33180,8442,0
48951,8442,0
5684,8442,0
26524,8442,0
8394,8442,0
8321,8442,0
26526,8442,0
5691,8442,0
5674,8442,0
48965,8442,0
8315,8442,0
62589,8442,0
8339,8442,0
8393,8442,0
8313,8442,0
8382,8442,0
8374,8442,0
5695,8442,0
8447,8442,0
8441,8442,0
8480,8442,0
5687,8442,0
5669,8442,0
8466,8442,0
26582,8442,0
8485,8442,0
8376,8442,0
8379,8442,0
8457,8442,0
8415,8442,0
8487,8442,0
26519,8442,0
8427,8442,0
8364,8442,0
8445,8442,0
8449,8442,0
26517,8442,0
8395,8442,0
8418,8442,0
8432,8442,0
5694,8442,0
8490,8442,0
8444,8442,0
5690,8442,0
8443,8442,0
8348,8442,0
26520,8442,0
5670,8442,0
8430,8442,0
8401,8442,0
8370,8442,0
8477,8442,0
5680,8442,0
8439,8442,0
8400,8442,0
8412,8442,0
8372,8442,0
22756,8442,0
5693,8442,0
62598,8442,0
48997,8442,0
49002,8442,0
8494,8442,0
62596,8442,0
5682,8442,0
49000,8442,0
3293,8442,0
8354,8442,0
21790,8442,0
22491,8442,0
48999,8442,0
48998,8442,0
48985,8442,0
49001,8442,0
21791,8442,0
8365,8442,0
48961,8442,0
48962,8442,0
48964,8442,0
48966,8442,0
48967,8442,0
48968,8442,0
48969,8442,0
48970,8442,0
21792,8442,0
48972,8442,0
48973,8442,0
48974,8442,0
48975,8442,0
21797,8442,0
48976,8442,0
21796,8442,0
48977,8442,0
50167,8442,0
48978,8442,0
8323,8442,0
21798,8442,0
26523,8442,0
offshore,8442,0
5675,8387,0
48944,8387,0
50170,8387,0
8475,8387,0
5676,8387,0
8340,8387,0
8435,8387,0
8488,8387,0
48971,8387,0
8474,8387,0
8359,8387,0
8373,8387,0
33176,8387,0
8322,8387,0
8358,8387,0
8411,8387,0
8406,8387,0
8452,8387,0
8460,8387,0
8337,8387,0
8450,8387,0
49003,8387,0
8398,8387,0
8484,8387,0
48948,8387,0
8423,8387,0
48946,8387,0
8476,8387,0
8397,8387,0
8328,8387,0
26518,8387,0
48980,8387,0
48950,8387,0
8371,8387,0
8491,8387,0
48953,8387,0
8356,8387,0
48984,8387,0
8462,8387,0
48954,8387,0
8453,8387,0
8469,8387,0
8385,8387,0
5678,8387,0
8471,8387,0
8405,8387,0
8369,8387,0
8316,8387,0
8312,8387,0
8429,8387,0
5688,8387,0
8454,8387,0
8311,8387,0
8413,8387,0
8360,8387,0
8380,8387,0
48956,8387,0
5696,8387,0
8467,8387,0
8332,8387,0
5683,8387,0
5672,8387,0
8461,8387,0
8355,8387,0
33185,8387,0
48955,8387,0
8392,8387,0
8362,8387,0
8349,8387,0
8478,8387,0
21787,8387,0
8338,8387,0
8326,8387,0
5686,8387,0
33179,8387,0
8459,8387,0
8758,8387,0
8333,8387,0
8361,8387,0
8482,8387,0
8350,8387,0
5689,8387,0
8493,8387,0
8378,8387,0
8396,8387,0
8448,8387,0
8352,8387,0
21803,8387,0
5679,8387,0
5692,8387,0
8426,8387,0
8425,8387,0
5697,8387,0
8346,8387,0
8455,8387,0
8446,8387,0
26521,8387,0
48947,8387,0
21789,8387,0
8486,8387,0
8386,8387,0
5673,8387,0
8470,8387,0
8465,8387,0
5668,8387,0
8473,8387,0
8419,8387,0
8389,8387,0
8310,8387,0
33177,8387,0
8404,8387,0
8468,8387,0
8456,8387,0
8464,8387,0
8327,8387,0
8388,8387,0
8381,8387,0
8319,8387,0
8368,8387,0
8438,8387,0
8403,8387,0
8408,8387,0
8451,8387,0
8324,8387,0
8463,8387,0
48952,8387,0
8479,8387,0
8390,8387,0
8481,8387,0
8325,8387,0
8375,8387,0
8428,8387,0
8440,8387,0
8407,8387,0
8345,8387,0
8366,8387,0
8317,8387,0
8420,8387,0
48943,8387,0
8308,8387,0
33178,8387,0
8424,8387,0
8357,8387,0
8383,8387,0
26522,8387,0
21788,8387,0
8492,8387,0
5681,8387,0
8318,8387,0
8489,8387,0
5685,8387,0
48945,8387,0
8331,8387,0
8343,8387,0
48957,8387,0
8416,8387,0
48982,8387,0
8314,8387,0
8351,8387,0
8431,8387,0
8367,8387,0
8334,8387,0
8437,8387,0
8483,8387,0
8384,8387,0
8363,8387,0
5677,8387,0
8341,8387,0
8472,8387,0
8409,8387,0
8402,8387,0
8414,8387,0
33181,8387,0
8353,8387,0
8347,8387,0
8495,8387,0
8421,8387,0
8442,8387,0
8387,8387,0
8391,8387,0
8433,8387,0
8417,8387,0
8309,8387,0
